      дата       время       t_сутки             X_км                      Y_км                      Z_км                      Vx_км/с                   Vy_км/с                   Vz_км/с
   01/01/2026   00:00:00     0.000000     9760.7485027621010003   -10033.2894916356000001    21321.8255023269990005    3.65226685929999999995    0.64412677490000000001   -1.36883907400000000005
   01/01/2026   00:05:00     0.003472    10845.4871408415158545    -9829.2797750218155484    20888.2782490119023233    3.57802128600701638034    0.71569318657927540040   -1.52095556640383335664
   01/01/2026   00:10:00     0.006944    11906.7878729323606839    -9604.0281555677512291    20409.5807321606359306    3.49604225574727384921    0.78571395028746738903   -1.66978659767329079143
   01/01/2026   00:15:00     0.010417    12942.3567851960820150    -9358.0211156872035616    19886.7670361012920281    3.40650667935248620700    0.85403772735008692796   -1.81501043082621481262
   01/01/2026   00:20:00     0.013889    13949.9554978959892662    -9091.7899998192548807    19320.9666190623171396    3.30960780753388204910    0.92051683018502917182   -1.95631309147784641835
   01/01/2026   00:25:00     0.017361    14927.4060063826182683    -8805.9098709685974864    18713.4018820481906626    3.20555481853184700983    0.98500754186315015712   -2.09338904733638642912
   01/01/2026   00:30:00     0.020833    15872.5953931699283563    -8500.9982725994048058    18065.3855364643691690    3.09457237120875740797    1.04737042740950559100   -2.22594187013537730523
   01/01/2026   00:35:00     0.024306    16783.4804008623131537    -8177.7138984630410525    17378.3177759784454857    2.97690012444448486245    1.10747063616401599971   -2.35368487855392069627
   01/01/2026   00:40:00     0.027778    17658.0918559616548613    -7836.7551731423634709    16653.6832585351122322    2.85279222377011834025    1.16517819453331189397   -2.47634176070335128013
   01/01/2026   00:45:00     0.031250    18494.5389338757360012    -7478.8587462936904018    15893.0479048643518860    2.72251675625157476732    1.22036828848016233378   -2.59364717479013883882
   01/01/2026   00:50:00     0.034722    19291.0132557642223130    -7104.7979037611718987    15098.0555202342054875    2.58635517471070485785    1.27292153511329308817   -2.70534732659968525756
   01/01/2026   00:55:00     0.038194    20045.7928081960470870    -6715.3808989267686678    14270.4242466003498766    2.44460169244695831991    1.32272424275864040021   -2.81120052248449855872
   01/01/2026   01:00:00     0.041667    20757.2456769521686475    -6311.4492078417574992    13411.9428526933390513    2.29756264969732420600    1.36966865891323517413   -2.91097769658311310921
   01/01/2026   01:05:00     0.045139    21423.8335866900439299    -5893.8757118620554047    12524.4668699594988741    2.14555585314574494889    1.41365320550502747009   -3.00446291104320258730
   01/01/2026   01:10:00     0.048611    22044.1152385903529787    -5463.5628116790939997    11609.9145826318354375    1.98890988986512396504    1.45458270090608249813   -3.09145382807368176363
   01/01/2026   01:15:00     0.052083    22616.7494385319914425    -5021.4404767998748667    10670.2628805516372914    1.82796341714499007433    1.49236856817272747452   -3.17176215270625501993
   01/01/2026   01:20:00     0.055556    23140.4980087874627337    -4568.4642346835871107     9707.5429836884260952    1.66306442972541375369    1.52692902901440339509   -3.24521404520683974223
   01/01/2026   01:25:00     0.059028    23614.2284766967584027    -4105.6131038871649235     8723.8360476142530811    1.49456950602244633818    1.55818928302315446593   -3.31165050214152066632
   01/01/2026   01:30:00     0.062500    24036.9165342626907318    -3633.8874757078107707     7721.2686594767861461    1.32284303499172629904    1.58608167172782536835   -3.37092770517007868738
   01/01/2026   01:35:00     0.065972    24407.6482631133778458    -3154.3069489362308058     6702.0082342829573872    1.14825642533452295941    1.61054582707106436223   -3.42291733671253807633
   01/01/2026   01:40:00     0.069444    24725.6221197969895194    -2667.9081224495693081     5668.2583215499674694    0.97118729880393417473    1.63152880394305736269   -3.46750686171039546046
   01/01/2026   01:45:00     0.072917    24990.1506769086241828    -2175.7423504772650094     4622.2538326020606485    0.79201866941780444829    1.64898519644343119039   -3.50459977478399173248
   01/01/2026   01:50:00     0.076389    25200.6621160978662424    -1678.8734654657979999     3566.2561989886607066    0.61113811042879145365    1.66287723758182844048   -3.53411581217057876826
   01/01/2026   01:55:00     0.079861    25356.7014695666158257    -1178.3754735491089037     2502.5484726712538379    0.42893691094051963008    1.67317488216811712345   -3.55599112791368882091
   01/01/2026   02:00:00     0.083333    25457.9316072385353085     -675.3302276999587386     1433.4303787719840417    0.24580922409159265514    1.67985587268488218511   -3.57017843386306892766
   01/01/2026   02:05:00     0.086806    25504.1339673621714947     -170.8250836933194944      361.2133317955699501    0.06215120875610741645    1.68290578797756343343   -3.57664710313529332609
   01/01/2026   02:10:00     0.090278    25495.2090288976634209      334.0494559442378446     -711.7845736727355554   -0.12163983327001528067    1.68231807464115121502   -3.57538323677778079436
   01/01/2026   02:15:00     0.093750    25431.1765246300441845      838.2021047954760289    -1783.2435867273007744   -0.30516632261328689089    1.67809406102651182703   -3.56638969347286303221
   01/01/2026   02:20:00     0.097222    25312.1753945485539550     1340.5431570036604046    -2850.8473272597347210   -0.48803126820612717721    1.67024295383396433577   -3.54968608221329657887
   01/01/2026   02:25:00     0.100694    25138.4634796291317915     1839.9868480908709976    -3912.2878053269978220   -0.66983913171702297361    1.65878181730643900883   -3.52530871797569419763
   01/01/2026   02:30:00     0.104167    24910.4169567543662041     2335.4537069307639370    -4965.2704216852225003   -0.85019668854026123631    1.64373553507918203993   -3.49331054051327579324
   01/01/2026   02:35:00     0.107639    24628.5295160996802597     2825.8728936868374459    -6007.5189384550452099   -1.02871388337011998538    1.62513675478729957839   -3.45376099648360893523
   01/01/2026   02:40:00     0.111111    24293.4112829044554083     3310.1845185642308900    -7036.7804089629566242   -1.20500467840284811963    1.60302581557622799487   -3.40674588522013827778
   01/01/2026   02:45:00     0.114583    23905.7874861302426464     3787.3419362730888382    -8050.8300559095901754   -1.37868789223449945665    1.57745065870325707510   -3.35236716854782320078
   01/01/2026   02:50:00     0.118056    23466.4968770833166953     4256.3140111642978782    -9047.4760871494408452   -1.54938802755350522118    1.54846672146030597719   -3.29074274513266145335
   01/01/2026   02:55:00     0.121528    22976.4899016438119830     4716.0873480736319800   -10024.5644385265536762   -1.71673608576348690204    1.51613681468906396602   -3.22200618994186024045
   01/01/2026   03:00:00     0.125000    22436.8266302968430015     5165.6684839976463395   -10979.9834333964431217   -1.88037036671393995566    1.48053098419917210870   -3.14630645947552799310
