      дата       время       t_сутки             X_км                      Y_км                      Z_км                      Vx_км/с                   Vy_км/с                   Vz_км/с
   01/01/2026   00:00:00     0.000000   -14754.6050012368999997    19933.4643164517000002     5973.9566046286000001   -0.89637275699999999999   -1.69888675549999999999    3.45484139259999999995
   01/01/2026   00:05:00     0.003472   -15007.4782896270201480    19402.4450133725869438     7003.5799085058167619   -0.78914570737779256971   -1.84060406848902938215    3.40807746559697022208
   01/01/2026   00:10:00     0.006944   -15227.9220028596820997    18829.4997845036089696     8018.0664877736751741   -0.68021455211483598200   -1.97834257775539920860    3.35394810767107732813
   01/01/2026   00:15:00     0.010417   -15415.4601517301818960    18215.8671443433968982     9015.2238974332585553   -0.56981481052387855277   -2.11180461999461127880    3.29257051561148006967
   01/01/2026   00:20:00     0.013889   -15569.6878895780542296    17562.8735311472572267     9992.8972095652623189   -0.45818516101403659107   -2.24070180583495730687    3.22407756068794198339
   01/01/2026   00:25:00     0.017361   -15690.2723823879843739    16871.9304306726997620    10948.9736727509987926   -0.34556692256932155765   -2.36475564343350179897    3.14861749685861327420
   01/01/2026   00:30:00     0.020833   -15776.9535224920559253    16144.5313161248986171    11881.3872789190805515   -0.23220353080961735442   -2.48369813999159816669    3.06635363552695304414
   01/01/2026   00:35:00     0.024306   -15829.5444844258871466    15382.2484111231468056    12788.1232277005040938   -0.11834000982036002481   -2.59727237988767082114    2.97746398764693042988
   01/01/2026   00:40:00     0.027778   -15847.9321218476142494    14586.7292828904226472    13667.2222786257629208   -0.00422244094007309441   -2.70523307818959986857    2.88214087404946666142
   01/01/2026   00:45:00     0.031250   -15832.0772047853953133    13759.6932732294762030    14516.7849817701039195    0.10990257030589434813   -2.80734710837615051432    2.78059050493305555136
   01/01/2026   00:50:00     0.034722   -15782.0144968350516503    12902.9277751896824338    15334.9757777459081742    0.22378842794138323882   -2.90339400316605818816    2.67303252952737500003
