      дата       время       t_сутки             X_км                      Y_км                      Z_км                      Vx_км/с                   Vy_км/с                   Vz_км/с
   01/01/2026   00:00:00     0.000000    -6342.5884509968999998   -21846.7296405515009994    11540.4468906410000004    2.25057164309999999997    0.98288985280000000001    3.09757316430000000009
   01/01/2026   00:05:00     0.003472    -5660.8072718700046675   -21528.3645105661485175    12456.9123738301393010    2.29381743461644640254    1.13916163045631381456    3.01109628632891131151
   01/01/2026   00:10:00     0.006944    -4966.7937662594281618   -21163.4791033663109268    13346.4539739384846158    2.33210582357396423799    1.29296917618585044515    2.91811299181457119243
   01/01/2026   00:15:00     0.010417    -4262.0478120549011836   -20752.8626815191590662    14207.1496054214519145    2.36535423284748721768    1.44398015816129146203    2.81882451609701353444
   01/01/2026   00:20:00     0.013889    -3548.0924285554356608   -20297.4033121561301023    15037.1396061651879750    2.39349099073286609779    1.59186832962920737716    2.71344570418001854563
   01/01/2026   00:25:00     0.017361    -2826.4704815311931341   -19798.0859355074142023    15834.6307506705255834    2.41645548235875645498    1.73631423275039474671    2.60220454119980270421
   01/01/2026   00:30:00     0.020833    -2098.7413464744227665   -19255.9902245624735482    16597.9001181469967428    2.43419827697550315241    1.87700588700640331661    2.48534165488055134598
   01/01/2026   00:35:00     0.024306    -1366.4775373084362099   -18672.2882407059214867    17325.2988072870078184    2.44668123091661886943    2.01363946071924821476    2.36310979114565298306
   01/01/2026   00:40:00     0.027778     -631.2613078765215809   -18048.2418906064689406    18015.2554898483882351    2.45387756608418879730    2.14591992428182974672    2.23577326410244178918
   01/01/2026   00:45:00     0.031250      105.3187664309245736   -17385.2001900495431244    18666.2797955456734407    2.45577192386416024816    2.27356168374920365456    2.10360738166293278584
   01/01/2026   00:50:00     0.034722      841.6712195325943247   -16684.5963408010275675    19276.9655211354086575    2.45236039443084369175    2.39628919349519018756    1.96689784810355559614
   01/01/2026   00:55:00     0.038194     1576.2051306129735018   -15947.9446269698977572    19845.9936569772368440    2.44365052145194105895    2.51383754669453314155    1.82594014490340638627
   01/01/2026   01:00:00     0.041667     2307.3335578077446943   -15176.8371377009694356    20372.1352247593863449    2.42966128225594013329    2.62595304244759719312    1.68103889123322471056
   01/01/2026   01:05:00     0.045139     3033.4769622720181022   -14372.9403233752648372    20854.2539204932837205    2.41042304357271404739    2.73239372842213019054    1.53250718549636973272
   01/01/2026   01:10:00     0.048611     3753.0666153259284439   -13537.9913928244478516    21291.3085573063326912    2.38597749300561636073    2.83292991794465707318    1.38066592934874639081
   01/01/2026   01:15:00     0.052083     4464.5479814265475502   -12673.7945593772656183    21682.3553029934400023    2.35637754643926804025    2.92734468053239149416    1.22584313564715823974
   01/01/2026   01:20:00     0.055556     5166.3840697830169941   -11782.2171438499063267    22026.5497077257251455    2.32168723163162288694    3.01543430491496727711    1.06837322179518922412
   01/01/2026   01:25:00     0.059028     5857.0587475128560895   -10865.1855428686341183    22323.1485177581910033    2.28198154828182662242    3.09700873365366291024    0.90859628997269157512
   01/01/2026   01:30:00     0.062500     6535.0800073311200231    -9924.6810711720215723    22571.5112714261981601    2.23734630490692691434    3.17189196852401834024    0.74685739574952583248
   01/01/2026   01:35:00     0.065972     7198.9831828700683150    -8962.7356867816216424    22771.1016741726901955    2.18787793290073912010    3.23992244588576533957    0.58350580659659410888
   01/01/2026   01:40:00     0.069444     7847.3341048448822606    -7981.4276081540692509    22921.4887498036415501    2.13368327818723053035    3.30095338132179112810    0.41889425181764384265
   01/01/2026   01:45:00     0.072917     8478.7321914104016454    -6982.8768326344433408    23022.3477656275850194    2.07487937091876829452    3.35485308288544710476    0.25337816543398825221
   01/01/2026   01:50:00     0.076389     9091.8134661945307649    -5969.2405657203081000    23073.4609295958180244    2.01159317370660126537    3.40150523235295137352    0.08731492356135589849
   01/01/2026   01:55:00     0.079861     9685.2534976456222919    -4942.7085708182225376    23074.7178580225253377    1.94396130890713216054    3.44080913393499559431   -0.07893692217632116718
