      дата       время       t_сутки             X_км                      Y_км                      Z_км                      Vx_км/с                   Vy_км/с                   Vz_км/с
   01/01/2026   00:00:00     0.000000   -18036.5718862382999994     7679.5987999850999999    16319.9781764165000002   -2.79524186640000000008   -1.19015610160000000000   -2.52921045890000000000
   01/01/2026   00:05:00     0.003472   -18855.3538716583289521     7314.3829285142471859    15543.8511735451790976   -2.66232107692559904198   -1.24417800398369922615   -2.64403775676379142342
   01/01/2026   00:10:00     0.006944   -19633.3889018600475733     6933.3607780681219066    14734.1268458787281208   -2.52364439816971618301   -1.29551229489601345431   -2.75315223031488075451
   01/01/2026   00:15:00     0.010417   -20368.9948344653273153     6537.3554384066930343    13892.5547710551625595   -2.37951135304233083335   -1.34404791884570426648   -2.85631777494363975041
   01/01/2026   00:20:00     0.013889   -21060.5811755342161327     6127.2224160442787251    13020.9534448244049871   -2.23023329862436311185   -1.38967985894487441661   -2.95331112478159994814
   01/01/2026   00:25:00     0.017361   -21706.6525298838715319     5703.8477879361401226    12121.2063555723298238   -2.07613275568173856413   -1.43230936626544212850   -3.04392234039542779970
   01/01/2026   00:30:00     0.020833   -22305.8118464895867934     5268.1462883583171117    11195.2579167902166972   -1.91754271327129227035   -1.47184417577331375256   -3.12795526793699407318
   01/01/2026   00:35:00     0.024306   -22856.7634517142573181     4821.0593330850035017    10245.1092662178013617   -1.75480590990833673279   -1.50819870832747042325   -3.20522796865920059513
   01/01/2026   00:40:00     0.027778   -23358.3158635635202671     4363.5529851173597389     9272.8139407062031729   -1.58827409283152133190   -1.54129425825974449352   -3.27557311776800161437
   01/01/2026   00:45:00     0.031250   -23809.3843806339945477     3896.6158663583992885     8280.4734361462396786   -1.41830725696344964615   -1.57105916608157868976   -3.33883837164598970462
   01/01/2026   00:50:00     0.034722   -24208.9934399105935512     3421.2570197598807227     7270.2326620867813411   -1.24527286522495369387   -1.59742897589648015066   -3.39488670255188746327
   01/01/2026   00:55:00     0.038194   -24556.2787380746933490     2938.5037265884319013     6244.2753009256650549   -1.06954505191651989295   -1.62034657713112467301   -3.44359669997312761161
   01/01/2026   01:00:00     0.041667   -24850.4891115068004197     2449.3992835688926664     5204.8190817911442814   -0.89150381093170602011   -1.63976233023403312344   -3.48486283788520001580
   01/01/2026   01:05:00     0.045139   -25090.9881707039409413     1955.0007447625889869     4154.1109794438477336   -0.71153417061409155039   -1.65563417602831063568   -3.51859570725133518568
   01/01/2026   01:10:00     0.048611   -25277.2556853818408680     1456.3766331264844414     3094.4223487167730076   -0.53002535711100517301   -1.66792772844396907630   -3.54472221317908046793
   01/01/2026   01:15:00     0.052083   -25408.8887170935322963      954.6046267754792998     2028.0440051730772268   -0.34736994811364774568   -1.67661635039568630184   -3.56318573623607203426
   01/01/2026   01:20:00     0.055556   -25485.6024967676647943      450.7692250341779493      957.2812627975697990   -0.16396301890399013358   -1.68168121261331874271   -3.57394625751544624194
   01/01/2026   01:25:00     0.059028   -25507.2310451497990123      -54.0406005840894377     -115.5510603527969014    0.01979871734627076474   -1.68311133527489091620   -3.57698044713147474192
   01/01/2026   01:30:00     0.062500   -25473.7275347165253834     -558.7337652945791985    -1188.1336575320430302    0.20351777306056741311   -1.68090361233494011209   -3.57228171591773371548
   01/01/2026   01:35:00     0.065972   -25385.1643922235423716    -1062.2194346527758001    -2258.1477586600886911    0.38679675154936033472   -1.67506281848479209886   -3.55986023019299639009
   01/01/2026   01:40:00     0.069444   -25241.7331416429663928    -1563.4093876459297467    -3323.2801545612816514    0.56923921212598827771   -1.66560159872537370156   -3.53974288955362448067
   01/01/2026   01:45:00     0.072917   -25043.7439878402258504    -2061.2203740508624767    -4381.2282090000219750    0.75045053306342369872   -1.65254044057731630903   -3.51197326774507533314
   01/01/2026   01:50:00     0.076389   -24791.6251419350014480    -2554.5764608584479038    -5429.7048474568218297    0.93003877041530782452   -1.63590762899715517066   -3.47661151675878086673
   01/01/2026   01:55:00     0.079861   -24485.9218898819075179    -3042.4113625923929960    -6466.4435116459850370    1.10761551073739008763   -1.61573918411216805474   -3.43373423439363697693
   01/01/2026   02:00:00     0.083333   -24127.2954063930779931    -3523.6707503902008254    -7489.2030688616772820    1.28279671576448219710   -1.59207878192961204702   -3.38343429561321947028
   01/01/2026   02:05:00     0.086806   -23716.5213169046761212    -3997.3145347673207488    -8495.7726653520868245    1.45520355712311485455   -1.56497765821860281856   -3.32582064812017717077
   01/01/2026   02:10:00     0.090278   -23254.4880108607890730    -4462.3191170512230550    -9483.9765130611208255    1.62446323919106014766   -1.53449449580443932810   -3.26101807265762548777
   01/01/2026   02:15:00     0.093750   -22742.1947101494618213    -4917.6796045501728334   -10451.6785992429945207    1.79020980825152220095   -1.50069529555561987895   -3.18916690863337304990
   01/01/2026   02:20:00     0.097222   -22180.7492970751122421    -5362.4119846114590917   -11396.7873086463847869    1.95208494613181650042   -1.46365323138294930821   -3.11042274574609099551
   01/01/2026   02:25:00     0.100694   -21571.3659067876830715    -5795.5552528253485920   -12317.2599481806632742    2.10973874656343856823   -1.42344848960784066036   -3.02495608237273587611
   01/01/2026   02:30:00     0.104167   -20915.3622896101612874    -6216.1734907436230539   -13211.1071642161290294    2.26283047255221075726   -1.38016809309302487482   -2.93295195155335775179
   01/01/2026   02:35:00     0.107639   -20214.1569492111755739    -6623.3578886047257082   -14076.3972429320704851    2.41102929310330262318   -1.33390571056327643927   -2.83460951548260373079
   01/01/2026   02:40:00     0.111111   -19469.2660630570326639    -7016.2287086907579536   -14911.2602844097749744    2.55401499770594792526   -1.28476145157633289749   -2.73014162948653137087
   01/01/2026   02:45:00     0.114583   -18682.3001920466617349    -7393.9371850842691019   -15713.8922414710812125    2.69147868704619033569   -1.23284164763485659167   -2.61977437652861511143
   01/01/2026   02:50:00     0.118056   -17854.9607866825215012    -7755.6673557443915779   -16482.5588145855031961    2.82312343848256228789   -1.17825861995898752252   -2.50374657334991042117
   01/01/2026   02:55:00     0.121528   -16989.0364975597361195    -8100.6378229817944794   -17215.5991945090757262    2.94866494488878242721   -1.12113043446573994286   -2.38230924940517584023
   01/01/2026   03:00:00     0.125000   -16086.3992983638439522    -8428.1034385795564923   -17911.4296446745984017    3.06783212553892788870   -1.06158064452617420298   -2.25572509980928088101
   01/01/2026   03:05:00     0.128472   -15149.0004299539764050    -8737.3569099817895820   -18568.5469157245985272    3.18036770778366413657   -0.99973802209394704925   -2.12426791355648345917
   01/01/2026   03:10:00     0.131944   -14178.8661744725649481    -9027.7303241530766442   -19185.5314849638146946    3.28602877834060308720   -0.93573627781952166437   -1.98822197831917134802
   01/01/2026   03:15:00     0.135417   -13178.0934687644536458    -9298.5965858989296260   -19761.0506139060656530    3.38458730309732483995   -0.86971377078305775579   -1.84788146317254266921
